Acc.No,Acc.Date,Title,Author,Publisher,Callno,price
8458,03-01-2007,THE SCIENCE AND ENGINEERING OF MICROELECTRONIC FABRICATION,STEPHEN A CAMPBELL,OXFORD,621.9  CAM/SCI 2,295
8459,03-01-2007,BASIC TELEVISION AND VIDEO SYSTEMS,BARNARD GROB ,MH,621.388  GRO/BAS 1,1227.43
8460,03-01-2007,SATELLITE COMMUNICATIONS,TIMOTHY PRATT,JOHN WILEY,621.382  PRA/SAT 4,281.43
8461,03-01-2007,AUTOMATIC CONTROL SYSTEMS +CD,BENJAMIN C KUO,JOHN WILEY,629.8  KUO/AUT 11,295.62
8462,03-01-2007,OP AMPS FOR EVERYONE : DESIGN REFERENCE,RON MANCINI Ed,NEWNES,621.392  MAN/OPA,395
8463,03-01-2007,FIELD AND WAVE ELECTROMAGNETICS,DAVID K CHENG,PEARSON EDUCATION,530.141  CHE/FIE 13,360
8464,03-01-2007,"RADAR SYSTEMS, PEAK DETECTION AND TRACKING",MICHAEL O KOLAWOLE,NEWNES,621.384 8  KOL/RAD,295
8465,03-01-2007,BASIC ELECTRONICS: SOLID STATE,BL THERAJA,S CHAND,621.3  THE/BAS 6,350
8466,03-01-2007,CONTROL SYSTEMS THEORY AND APPLICATIONS,SMARAJIT GHOSH,PEARSON,629.8  GHO/CON 1,250
8467,03-01-2007,PRINCIPLES OF ELECTRONICS,VK MEHTA,S CHAND & CO,621.35  MEH/PRI 6,290
8468,03-01-2007,DIGITAL ELECTRONICS : CIRCUITS AND SYSTEMS,VK PURI,TMH,621..39  PUR/DIG,120
8469,03-01-2007,SCHAUMS 3000 SOLVED PROBLEMS IN ELECTRIC CIRCUITS : BOOK 2,SYED A NASAR,MH,621.381 5  NAS/SCH II,427.81
8470,03-01-2007,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF ELECTRIC CIRCUITS,MAHMOOD NAHVI,TMH,621.381 5  EDM/ELE 9,199
8471,03-01-2007,DIGITAL ELECTRONICS,P RAJA,SCITECH,621.39  RAJ/DIG,260
8472,03-01-2007,RADAR DESIGN PRINCIPLES : SIGNAL PROCESSING AND THE ENVIRONMENT,FRED E NATHANSON,PHI,621.384 820  NAT/RAD,350
8473,03-01-2007,LINEAR SYSTEMS AND SIGNALS,BP LATHI,OXFORD,621.382 2  LAT/LIN,375
8474,03-01-2007,DIGITAL SIGNAL PROCESSING,A NAGOOR KANI,TMH,621.380 43  KAN/DIG 2,200
8475,03-01-2007,"SIGNALS, SYSTEMS, AND TRANSFORMS",CHARLES L PHILLIPS,PEARSON EDUCATION,621.380 431  PHI/SIG,350
8476,03-01-2007,DIGITAL COMMUNICATIONS SYSTEMS WITH SATTELITE AND FIBER OPTI,HAROLD KOLIMBIRIS,PEARSON EDUCATION,621.38  KOL/DIG 5,310
8477,03-01-2007,JOKING AROUND : TAO INSIGHTS INTO LIFE,OSHO,jaico,181.095 4  OSH/JOK,250
8478,03-01-2007,CHANAKYA: HIS TEACHINGS & ADVICE,ASHWANI SHARMA,jaico,301  SHA/CHA 1,95
8479,03-01-2007,PHYSICS OF SEMICONDUCTOR DEVICES,SM SZE,JOHN WILEY,537.622  SZE/PHY 5,316.91
8480,03-01-2007,THE CONCISE OXFORD DICTIONARY OF MATHEMATICS,CHRISTOPHER CLAPHAM,OXFORD,510.03  CLA/CON,245
8481,03-01-2007,SEMICONDUCTOR PHYSICS AND DEVICES-BASIC PRINCIPLES,DONALD A NEAMEN,TMH,621.381 53  NEA/SEM 1,325
8482,03-01-2007,THE MAGIC OF MIND POWER : AWARENESS TECHNIQUES FOR THE CREATIVE MIND,DUNCAN McCOLL,jaico,158.1  MCC/MAG,175
8483,03-01-2007,COMMUNICATION SYSTEMS: ANALOG AND DIGITAL,SANJAY SHARMA,SK KATARIA,621.382  SHA/COM 2,230
8484,03-01-2007,SEMICONDUCTOR DEVICES : BASIC PRINCIPLES,JASPRIT SINGH,JOHN WILEY,621.381 53  SIN/SEM,307.45
8485,03-01-2007,THE BASIC WRITINGS OF S RADHAKRISHNAN,ROBERT A McDERMOTT Ed,jaico,100  MCD/BAS,175
8486,03-01-2007,CIRCUIT DESIGN WITH VHDL,VOLNEI A PEDRONI,PHI,005.13  PED/CIR,325
8487,03-01-2007,A GUIDE TO MATLAB FOR BEGINERS AND EXPERIENCED USERS,BRIAN R HUNT,CAMBRIDGE,005.133  HUN/GUI,295
8488,03-01-2007,MOTHER,MAXIM GORKY,jaico,823  GOR/MOT,175
8489,03-01-2007,GETTING STARTED WITH MATLAB 7 : A QUICK INTRODUCTION FOR SCIEN,RUDRA PRATAP,OXFORD,005.133  PRAT/GET,160
8490,03-01-2007,GREATEST FRENCH SHORT STORIES,RG GOODYEAR,jaico,808  GOO/GRE,150
8491,03-01-2007,WOMEN IN LOVE,DH LAWRENE,FORTUNE,823  LAW/WOM,120
8492,03-01-2007,PERSUASION,JANE AUSTEN,FORTUNE,823  AUS/PER,60
8493,05-01-2007,"INSTRUMENTATION, MEASUREMENT AND ANALYSIS",BC NAKRA,TMH,621.38154 NAK/INS 3,215
8494,05-01-2007,MODERN ELECTRONIC INSTRUMENTATION AND MEASUREMENT TECHNIQUES,ALBERT D HELFRICK ,PHI,621.381 54  HEL/MOD 8,195
8495,05-01-2007,"LINEAR CIRCUIT ANALYSIS : TIME DOMAIN, PHASOR, AND LAPLACE TRANSFORM APPROACHES",RAYMOND A DeCARLO,OXFORD,621.319 2  DEC/LIN,395
8496,05-01-2007,BASIC ELECTRICAL ENGINEERING WITH NUMERICAL PROBLEMS  VOL1,PS DHOGAL,TMH,621.3  DHO/BAS 12,90
8497,05-01-2007,"ELECTRICAL MACHINES, DRIVES, AND POWER SYSTEMS",THEODORE WILDI,PEARSON,621.313  WIL/ELE,425
8498,05-01-2007,ENGINEERING ELECTROMAGNETICS +CD,WILLIAM H HAYT,TMH,530.141  HAY/ENG 17,260
8499,05-01-2007,SCHAUMS OUTLINES  ELECTRICAL POWER SYSTEMS,SYED A NASAR,TMH,621.319  NAS/ELE 2,195
8500,05-01-2007,CONTROL SYSTEMS THEORY AND APPLICATIONS,SMARAJIT GHOSH,PEARSON,629.8  GHO/CON 2,250
8501,05-01-2007,SCHAUMS OUTLINES ELECTROMAGNETICS,JOSEPH A EDMINISTER,TMH,530.141  EDM/SCH 12,199
8502,05-01-2007,AUTOMOTIVE ELECTRICAL EQUIPMENT,PL KOHLI,TMH,629.27  KOH/AUT 2,150
8503,05-01-2007,"CIRCUITS,DEVICES AND SYSTEMS : A FIRST COURSE IN ELECTRICAL",RALPH J SMITH,JOHN WILEY,621.381 5  SMI/CIR 1,473
8504,05-01-2007,INTRODUCTION TO DIGITAL SYSTEMS,MILOS D ERCEGOVAC,JOHN WILEY,004  ERC/INT,328.74
8505,05-01-2007,MEASUREMENTS AND CONTROLS,SK SINGH,TMH,681.2  SIN/MEA,195
8506,05-01-2007,BASIC RADIO AND TELEVISION,SP SHARMA,TMH,621.384  SHA/BAS,195
8507,05-01-2007,BASIC CIRCUIT THEORY,CHARLES A DESOER ,MGH,621.381 5  DES/BAS,849.04
8508,05-01-2007,BASIC ELECTRICAL ENGINEERING,DP KOTHARI,TMH,621.3  KOT/BAS 1,220
8509,31-05-2016,"POWER ELECTRONICS: DEVICES, CIRCUITS, AND INDUSTRIAL APPLICATIONS",V.R. MOORTHI,OXFORD,621.313  MOO/POW 3,
8510,05-01-2007,FIELDS AND WAVES IN COMMUNICATION ELECTRONICS,SIMON RAMO ,JOHN WILEY,530.141  RAM/FIE 2,283.8
8511,05-01-2007,INDUSTRIAL ELECTRONICS AND CONTROL,S BHATTACHARYA,TMH,629  BHA/IND 1,215
8512,05-01-2007,"ELECTRICAL WIRING, ESTIMATING AND COSTING",SL UPPAL,KHANNA,621.32  UPP/ELE 7,165
8513,05-01-2007,ELECTRICITY AND MAGNETISM,AS MAHAJAN,TMH,621.3  MAH/ELE 1,210
8514,05-01-2007,POWER ELECTRONICS FOR TECHNOLOGY,ASHFAQ AHMED,PEARSON,621.313  AHM/POW,195
8515,05-01-2007,POWER SEMICONDUCTOR DEVICES,B JAYANT BALIGA,THOMSON,621.317  JAY/POW,695
8516,05-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 6,200
8517,06-01-2007,ELECTRONIC INSTRUMENTATION,HS KALSI,TMH,621.381 54  KAL/ELE 12,215
8518,06-01-2007,ENGINEERING OPTIMIZATION: THEORY AND PRACTICE,SINGIRESU S RAO,New Age Inter,620.004 2  RAO/ENG 5,295
8519,06-01-2007,POWER SYSTEM STABILITY AND CONTROL,P KUNDUR,TMH,621.319  KUN/POW,375
8520,06-01-2007,POWER SYSTEM STABILITY AND CONTROL,P KUNDUR,TMH,621.319  KUN/POW 1,375
8521,06-01-2007,ELECTROMAGNETISM:THEORY AND APPLICATIONS,ASHUTOSH PRAMANIK,PHI,530.141  PRA/ELE 7,350
8522,06-01-2007,DIGITAL CONTROL & STATE VARIABLE METHODS,M GOPAL,TMH,629.8  GOP/DIG 2,325
8523,06-01-2007,"ELECTRONIC INSTRUMENTS AND SYSTEMS : PRINCIPLES, MAINTENANCE AND TROUBLESHOOTING",RG GUPTA,TMH,621.381 54  GUP/ELE,225
8524,06-01-2007,BASIC ELECTRICAL ENGINEERING,VN MITTLE,TMH,621.3  MIT/BAS 6,265
8525,06-01-2007,"ELECTROMAGNETICS EXPLAINED : A HANDBOOK FOR WIRELESS/RF,EMC,AND HIGH-SPEED ELECTRONICS",RON SCHMITT,NEWNES,530.141  SCH/ELE,295
8526,06-01-2007,FUNDAMENTALS OF ELECTRICAL NETWORKS,BR GUPTA ,S CHAND,621.319 2  GUP/FUN 1,250
8527,06-01-2007,ELEMENTS OF ELECTRONIC INSTRUMENTATION AND MEASUREMENT,JOSEPH J CARR,PEARSON,621.381 54  CAR/ELE,295
8528,06-01-2007,CONTROL SYSTEMS ENGINEERING,R ANANDA NATARAJAN,SCITECH,629.8  NAT/CON 1,285
8529,06-01-2007,POWER SYSTEM ANALYSIS AND DESIGN,BR GUPTA,SCHAND,621.319  GUP/POW 1,290
8530,06-01-2007,ENGINEERING ELECTROMAGNETICS,D GANESH RAO,SANGUINE TECHNICAL PUBLIS,530.141  RAO/ENG 1,265
8531,06-01-2007,ELECTRIC CIRCUIT THEORY,K RAJESWARAN,PEARSON,621.381 5  RAJ/ELE 4,225
8532,06-01-2007,A TEXT BOOK OF POWER SYSTEM ENGINEERING,RK RAJPUT,LAXMI,621.319  RAJ/TEX,350
8533,06-01-2007,EMBEDDED MICROCONTROLLERS,TODD D MORTON,PEARSON,004.162  MOR/EMB,375
8534,06-01-2007,"MICROCONTROLLERS : ARCHITECTURE,PROGRAMMING,INTERFACING AND",RAJ KAMAL,PEARSON,004.162  RAJ/MIC 1,295
8535,06-01-2007,GETTING STARTED WITH MATLAB 7 : A QUICK INTRODUCTION FOR SCI,RUDRA PRATAP,OXFORD,005.133  PRAT/GET 1,110
8536,06-01-2007,A VHDL PRIMER,J BHASKER,PEARSON EDUCATION,005.13  BHA/VHD 11,199
8537,06-01-2007,DESIGN WITH PIC MICROCONTROLLERS,JOHN B PEATMAN,PEARSON EDUCATION,004.162  PEA/DES 5,195
8538,06-01-2007,A GUIDE TO MATLAB FOR BEGINERS AND EXPERIENCED USERS,BRIAN R HUNT,CAMBRIDGE,005.133  HUN/GUI 1,295
8539,06-01-2007,"THE POWER OF VEDIC MATHS FOR ADMISSION TESTS, PROFESSIONAL & COMPETITIVE EXAMINATIONS",ATUL GUPTA,jaico,510  GUP/POW,125
8540,06-01-2007,INTRODUCTION TO GENERAL TOPOLOGY,KD JOSHI,NEW AGE INTERNATIONAL,514  JOS/INT 1,185
8541,06-01-2007,A MODERN APPROACH TO NON VERBAL REASONING,RS AGGARWAL,SCHAND,153.43  AGG/MOD 1,175
8542,06-01-2007,QUANTITATIVE APTITUDE FOR COMPETITIVE EXAMINATIONS,RS AGGARWAL,SCHAND,153.9  AGG/QUA 5,345
8543,06-01-2007,SCHAUMS OUTLINE OF THEORYAND PROBLEMS OF GRAPH THEORY,VK BALAKRISHNAN,TMH,511.5  BAL/SCH,195
8544,06-01-2007,300 BRAIN TWISTING PUZZLES,KEN RUSSELL,jaico,793.73  RUS/THR,125
8545,06-01-2007,THE EVERYTHING 30 MINUTE SUDOKU BOOK OVER 200 PUZZLES WITH INSTRUCTIONS FOR SOLVING,CHARLES TIMMERMAN,ADAMS MEDIA,793.73  TIM/EVE,295
8546,06-01-2007,QUICK ARITHMETIC,ASHISH AGGARWAL,S CHAND,513  AGG/QUI,240
8547,06-01-2007,NUMERICAL METHODS,P KANDASAMY,SCHAND,519.4  KAN/NUM 1,160
8548,06-01-2007,THE 8086 MICROPROCESSOR : PROGRAMMING & INTERFACING THE PC,KENNETH J AYALA,PENRAM,004.16  AYA/MIC 2,360
8549,06-01-2007,PROGRAMMING TECHNIQUES THROUGH C : A BEGINNERS COMPANION,M G VENKATESHMURTHY,PEARSON EDUCATION,005.133C VEN  PRO,125
8550,06-01-2007,ESSENTIALS OF DATABASE MANAGEMENT SYSTEMS,ALEXIS LEON,VIJAY NICOLE,005.74  LEO/ESS,180
8551,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 25,210
8552,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 26,210
8553,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 27,210
8554,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 28,210
8555,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 29,210
8556,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 30,210
8557,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 31,210
8558,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 32,210
8559,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 33,210
8560,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 34,210
8561,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 35,210
8562,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 36,210
8563,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH C++,E BALAGURUSAMY,TMH,005.133 C+  BAL/OBJ 37,210
8564,06-01-2007,COMPUTER SYSTEM ARCHITECTURE,M MORRIS MANO,PHI,004.22  MAN/COM 15,225
8565,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 9,199
8566,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 10,199
8567,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 11,199
8568,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 12,199
8569,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 13,199
8570,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 14,199
8571,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 15,199
8572,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 16,199
8573,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 17,199
8574,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 18,199
8575,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 19,199
8576,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 20,199
8577,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 21,199
8578,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 22,199
8579,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 23,199
8580,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133C BAL/PRO 24,199
8581,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 25,199
8582,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 26,199
8583,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 27,199
8584,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 28,199
8585,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 29,199
8586,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 30,199
8587,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 31,199
8588,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 32,199
8589,06-01-2007,PROGRAMMING IN ANSI C,E BALAGURUSAMY,TMH,005.133 C  BAL/PRO 33,199
8590,06-01-2007,DATA STRUCTURES,SEYMOUR LIPSCHUTZ,TMH,005.73  LIP/DAT,210
8591,06-01-2007,THE 8086 MICROPROCESSOR : PROGRAMMING & INTERFACING THE PC +F,KENNETH J AYALA,THOMSON,004.16  AYA/MIC 3,360
8592,06-01-2007,ARTIFICIAL NEURAL NETWORKS,BYEGNANARAYANA,PHI,006.32  YEG/ART,275
8593,06-01-2007,TCP/IP PROTOCOL SUITE,BEHROUZ A FOROUZAN,TMH,004.62  FOR/TCP 4,360
8594,06-01-2007,BIOINFORMATICS COMPUTING,BRYAN BERGERON,PHI,572.802 85  BER/BIO,250
8595,06-01-2007,DATA STRUCTURES AND PROGRAM DESIGN IN C,ROBERT L KRUSE,PEARSON,005.73  KRU/DAT 1,195
8596,06-01-2007,DISTRIBUTED OPERATING SYSTEMS,ANDREW S TANENBAUM,PEARSON EDUCATION,005.43  TAN/DIS 14,350
8597,06-01-2007,GETTING STARTED WITH MATLAB 7 : A QUICK INTRODUCTION FOR SCI,RUDRA PRATAP,OXFORD,005.133  PRAT/GET 2,110
8598,06-01-2007,FUNDAMENTALS OF DATABASE SYSTEMS,RAMEZ ELMASRI,PEARSON EDUCATION,005.74  ELM/FUN 8,375
8599,06-01-2007,"TROUBLESHOOTING, MAINTAINING & REPAIRING PCS +CD",STEPHEN J BIGELOW,TMH,004.64  BIG/TRO,695
8600,06-01-2007,CCNA : CISCO CERTIFIED NETWORK ASSOCIATE STUDY GUIDE +CD,TODD LAMMLE,BPB,004.621  LAM/CCN,594
8601,06-01-2007,FUNDAMENTALS OF DATABASE SYSTEMS,RAMEZ ELMASRI,PEARSON EDUCATION,005.74  ELM/FUN 9,350
8602,06-01-2007,ORACLE 9i : A BEGINNERS GUIDE,MICHAEL ABBEY,TMH,005.758 5  ABB/ORA,395
8603,06-01-2007,ARTIFICIAL INTELLIGENCE- A MODERN APPROACH,STUART J RUSSELL,PHI,006.3  RUS/ART 5,395
8604,06-01-2007,"SOFTWARE TESTING TOOLS : COVERING WINRUNNER, SILKTEST, LOADRUNNER, JMETER,TESTDIRECTOR AND QTP WITH CASE STUDIES +CD",KVKK PRASAD,DREAMTECH,005.14  PRA/SOF,249
8605,06-01-2007,WINDOWS 2000 MCSE STUDY SYSTEM,ALAN R CARTER,WILEY,005.432 W  CAR/WIN,799
8606,06-01-2007,"JAVA 2 AWT,SWING, GENERICS,,XML, SOUND,ANIMATION,JDBC,SERVLETS,RMI,THREADING,SOCKETS,NETWORKING,AND JAVA BEANS PROGRAMMING BLACK BOOK +",STEVEN HOLZNER etal,DREAMTECH,005.133  J  HOL/JAV 5,499
8607,06-01-2007,DATA COMMUNICATION AND COMPUTER NETWORKS,RAJNEESH AGRAWAL,VIKAS,005.71  AGR/DAT,150
8608,06-01-2007,SAMS TEACH YOURSELF C++ IN 24 HOURS +CD,JESSE LIBERTY,PEARSON EDUCATION,005.133 C+  LIB/SAM,295
8609,06-01-2007,OBJECT-ORIENTED PROGRAMMING WITH ANSI AND TURBO C++,ASHOK N KAMTHANE,PEARSON EDUCATION,005.133 C+  KAM/OBJ 1,225
8610,06-01-2007,GUIDE TO DESIGNING AND IMPLEMENTING WIRELESS LANS,MARK CIAMPA,COURSE TECHNOLOGY,004.68  CIA/GUI,350
8611,06-01-2007,JAVA  2 : THE COMPLETE REFERENCE,HERBERT SCHILDT,TMH,005.133 J  SCH/JAV 10,395
8612,06-01-2007,JAVA WEB SERVICES ARCHITECTURE +D,JAMES McGOVERN,MORGAN KAUFMANN,005.276 2  MCG/JAV,795
8613,06-01-2007,JAVA TM : HOWTO PROGRAM +CD,HM DEITEL,PEARSON,005.133 J  DEI/JAV,550
8614,06-01-2007,SCHAUMS OUTLINE OF THEORY AND PROBLEMS OF PROGRAMMING WITH C++,JOHN R HUBBARD,TMH,005.133 C+  HUB/SCH 3,210
8615,06-01-2007,MICROPROCESSOR (8085) AND ITS APPLICATIONS,A NAGOOR KANI,RBA,004.16  KAN/MIC,200
8616,06-01-2007,COMPUTER ORGANIZATION & ARCHITECTURE DESIGNING FOR PERFORMAN,WILLIAM STALLINGS,PHI,004.2  STA/COM 15,350
8617,06-01-2007,GATE: COMPUTER SCIENCE & ENGINRRRIN  +CD,GKP,GK PUBLISHERS,371.26  JAI/GAT 4,540
8618,24-01-2007,INTRODUCTION TO OBJECT ORIENTED PROGRAMMING AND C++,INSTRUCTIONAL SOFTWARE RESEARCH AND DEVELOPMENT (ISRD) GROUP,TMH,005.133 C+  ISR/INT,225
8619,24-01-2007,INFORMATION ASSURANCE FOR THE ENTERPRISE : A ROADMAP TO INFORMATION SECURITY,COREY SCHOU,TMH,005.8  SCH/INF,295
8620,24-01-2007,FUNDAMENTALS OF POWER ELECTRONICS,ROBERT W ERICKSON,SPRINGER,621.313  ERI/FUN,345
8621,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 7,195
8622,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 8,195
8623,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 9,195
8624,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 10,195
8625,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 11,195
8626,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 12,195
8627,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 13,195
8628,24-01-2007,AUTOMATIC CONTROL SYSTEMS WITH MATLAB PROGRAMS,SYED HASAN SAEED,SK KATARIA,629.8  SAE/AUT 14,195
8629,24-01-2007,PRINCIPLES OF HEAT TRANSFER,FRANK KREITH,BROOKS/COLE,621.402 2  KRE/PRI,495
8630,24-01-2007,CONTROL SYSTEMS : PRINCIPLES AND DESIGN,M GOPAL,TMH,629.8  GOP/CON 1,299
8631,24-01-2007,OPERATION AND MAINTENANCE OF TRANSFORMERS HAND BOOK,HNS GOWDA,HNS GOWDA,621.314  GOW/OPE,991
8632,27-02-2007,CRYOGENIC SYSTEMS,RANDALL F BARRON,OXFORD,621.59  BAR/CRY,135
8633,28-02-2007,FUNCTIONAL COURSE IN ENGLISH,SARATH CHANDRA VARMA,CHAITHANYA,425  VAR/FUN,350
8634,28-02-2007,SOLUTIONS TO FUNCTIONAL COURSE IN ENGLISH,SARATH CHANDRA VARMA,CHAITHANYA,425  VAR/SOL,
8635,28-02-2007,MODERN ARC WELDING TECHNOLOGY,ADOR WELDING,OXFORD,671.52  ADO/MOD,1050
8636,28-02-2007,HEAT AND MASS TRANSFER : A PRACTICAL APPROACH,YUNUS A CENGEL,TMH,621.402 2  CEN/HEA,399
8637,28-02-2007,FOURIER SERIES AND BOUNDARY VALUE PROBLEMS,JAMES WARD BROWN,TMH,515.243 3  BRO/FOU,395
8638,28-02-2007,PROGRAMMING LANGUAGES: PRINCIPLES AND PARADIGMS,ALLEN B TUCKER,TMH,005.13  TUK/PRO,395
8639,28-02-2007,FUNDAMENTALS OF SEMICONDUCTOR DEVICES,MK ACHUTHAN,TMH,621.381 53  ACH/FUN,395
8640,28-02-2007,SURVEY OF ENERGY CONSERVATION IN INDIA,JAI PRAKASH AGARWAL ED,LABOUR AND INDUSTRIAL CHR,333.791  AGA/SUR,2500
8641,13-03-2007,FUNDAMENTALS OF POWER ELECTRONICS,ROBERT W ERICKSON,SPRINGER,621.313  ERI/FUN 1,345
8642,13-03-2007,FUNDAMENTALS OF POWER ELECTRONICS,ROBERT W ERICKSON,SPRINGER,621.313  ERI/FUN 2,345
8643,13-03-2007,DIGITAL PROTECTION : PROTECTIVE RELAYING FROM ELECTROMECHANICAL TO MICROPROCESSOR,LP SINGH,NEW AGE,621.317 20  SIN/DIG,300
8644,13-03-2007,DISCRETE MATHEMATICAL STRUCTURES: THEORY AND APPLICATIONS,DS MALIK,THOMSON,511  MAL/DIS,395
8645,13-03-2007,HIGHER ENGINEERING MATHEMATICS,BV RAMANA,TMH,510  RAM/HIG,395
8646,13-03-2007,ADVANCED POWER SYSTEM ANALYSIS AND DYNAMICS,LP SINGH,NEW AGE,621.319  SIN/ADV 1,235
8647,23-03-2007,INTERNATIONAL BUSINESS: ENVIRONMENT AND MANAGEMENT,VK BHALLA,ANMOL,650  BHA/INT,395
8648,23-03-2007,INTERNATIONAL BUSINESS: ENVIRONMENT AND MANAGEMENT,VK BHALLA,ANMOL,650  BHA/INT 1,395
8649,01-07-2015,INTERNATIONAL BUSINESS: ENVIRONMENT AND MANAGEMENT,VK BHALLA,ANMOL,650  BHA/INT 2,
8650,23-03-2007,INTERNATIONAL BUSINESS: ENVIRONMENT AND MANAGEMENT,VK BHALLA,ANMOL,650  BHA/INT 3,395
8651,23-03-2007,"COMPUTER FUNDAMENTALS: CONCEPTS, SYSTEMS AND APPLICATIONS",PRADEEP K SINHA,BPB,004.1  SIN/COM,165
8652,23-03-2007,"COMPUTER FUNDAMENTALS: CONCEPTS, SYSTEMS AND APPLICATIONS",PRADEEP K SINHA,BPB,004.1  SIN/COM 1,165
